,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-04-21,GS,344.3300,347.3500,333.3600,334.3,3097791,-1.9820559432357943
2022-04-22,GS,332.3100,332.5000,319.4700,319.77,3125194,-4.346395453185769
2022-04-25,GS,316.3800,322.1600,312.7400,321.42,3093646,0.5159958720330371
2022-04-26,GS,317.9500,321.6000,312.8000,313.12,2712432,-2.582291083317778
2022-04-27,GS,312.1400,319.2400,312.1400,313.23,2469304,0.03513030148185603
2022-04-28,GS,317.1200,319.3600,312.1500,318.41,2178499,1.6537368706701194
2022-04-29,GS,317.2500,319.0800,304.7100,305.49,3129608,-4.057661505605981
2022-05-02,GS,305.8100,311.3700,302.2100,310.42,2968062,1.6138007790762465
2022-05-03,GS,311.5200,319.5200,311.3200,314.66,2606151,1.365891372978556
2022-05-04,GS,315.8300,324.8000,312.1700,324.11,2602845,3.003241594101569
2022-05-05,GS,320.5000,320.6800,308.6900,313.07,2622086,-3.4062509641788363
2022-05-06,GS,312.2800,313.7100,306.0583,312.96,2375613,-0.03513591209634015
2022-05-09,GS,308.9200,313.7700,304.9800,308.89,3233951,-1.300485685071573
2022-05-10,GS,311.7200,315.1500,300.6500,305.06,2798422,-1.23992359739713
2022-05-11,GS,305.0600,310.9100,301.0000,301.55,2320564,-1.1505933259030932
2022-05-12,GS,300.0000,302.8900,293.9000,299.41,3408272,-0.7096667219366526
2022-05-13,GS,303.6300,309.6300,303.5700,306.99,2152474,2.5316455696202445
2022-05-16,GS,305.9500,306.4700,300.5500,303.44,1569047,-1.1563894589400325
2022-05-17,GS,309.8700,314.3150,308.1300,312.97,2096198,3.140653836013718
2022-05-18,GS,309.0000,312.8600,304.8800,306.73,2033234,-1.9938013228104956
2022-05-19,GS,303.8200,309.9900,303.3900,308.2,2108751,0.47924885078081125
2022-05-20,GS,311.2600,312.5900,299.4100,306.8,2201054,-0.4542504866969388
2022-05-23,GS,312.7200,321.8300,311.0700,316.61,2653032,3.1975228161668756
2022-05-24,GS,315.3500,315.8000,306.4300,313.95,1870879,-0.8401503426929136
2022-05-25,GS,311.2500,317.6000,309.9800,314.9,1929450,0.30259595476986867
2022-05-26,GS,318.3000,325.5000,317.9800,323.63,2440352,2.772308669418866
2022-05-27,GS,326.7500,328.6700,323.1900,328.58,2106682,1.5295244569415667
2022-05-31,GS,324.0100,329.7200,322.6600,326.85,2722943,-0.5265080041390147
2022-06-01,GS,327.0000,329.2700,315.8300,321.85,2330155,-1.529753709652748
2022-06-02,GS,320.5900,325.1990,319.2250,324.25,1957644,0.745688985552273
2022-06-03,GS,320.8800,322.5000,317.5000,318.68,1238861,-1.7178103315343085
2022-06-06,GS,323.0000,325.2100,319.7900,320.51,1099800,0.5742437554913993
2022-06-07,GS,318.2800,321.8400,316.6567,321.51,2516789,0.3120027456241514
2022-06-08,GS,318.3400,319.5450,312.8000,314.68,1438114,-2.1243507200398026
2022-06-09,GS,313.5600,314.1441,304.0200,304.22,2897621,-3.324011694419726
2022-06-10,GS,296.9900,298.6500,286.8504,287.02,3870276,-5.653803168759463
2022-06-13,GS,279.0000,286.4200,278.3200,283.32,4218123,-1.28910877290781
2022-06-14,GS,284.3300,289.1843,281.3000,282.54,2487935,-0.2753070732740226
2022-06-15,GS,287.1600,294.4800,284.1700,290.07,2725792,2.665109365045648
2022-06-16,GS,282.6800,286.1299,279.1500,284.98,2777306,-1.7547488537249523
2022-06-17,GS,282.1300,286.2599,278.1500,279.79,5234356,-1.821180433714642
2022-06-21,GS,287.7700,288.0700,282.9800,284.81,2506349,1.794202794953348
2022-06-22,GS,282.2900,286.0100,281.0400,284.54,2464716,-0.09480004213334725
2022-06-23,GS,283.7600,286.5900,278.9300,286.17,2547001,0.5728544317143536
2022-06-24,GS,291.0000,303.1300,290.0000,302.75,3984332,5.793758954467609
2022-06-27,GS,303.0600,304.3200,298.8784,300.78,2091675,-0.6507018992568225
2022-06-28,GS,305.9000,308.9700,299.1800,299.49,2329015,-0.42888489926190543
2022-06-29,GS,303.3700,307.4400,299.9100,303.28,2475949,1.2654846572506484
2022-06-30,GS,296.5800,300.3350,292.2300,297.02,2669548,-2.064099182273804
2022-07-01,GS,295.2700,300.3300,291.7198,299.23,1749411,0.7440576392162335
2022-07-05,GS,293.0000,297.3500,288.3600,297.2,2483079,-0.6784079136450294
2022-07-06,GS,296.2700,297.3400,290.6000,293.76,1774514,-1.1574697173620474
2022-07-07,GS,297.6600,299.0700,293.6000,298.6,2046455,1.647603485838789
2022-07-08,GS,300.5000,300.8916,295.0700,296.47,1438883,-0.7133288680508998
2022-07-11,GS,293.2000,296.5399,291.8750,293.18,1520253,-1.109724424056402
2022-07-12,GS,289.7100,299.0800,289.5100,292.53,1772558,-0.2217068012824952
2022-07-13,GS,290.5100,291.1867,285.8100,290.15,1884091,-0.8135917683656402
2022-07-14,GS,284.2400,284.2400,277.8400,281.59,3171949,-2.950198173358609
2022-07-15,GS,286.5000,296.4300,285.1536,293.87,3457630,4.360950317838008
2022-07-18,GS,305.7600,311.2500,298.7100,301.26,6767934,2.514717392044097
2022-07-19,GS,303.5900,319.1400,303.5000,318.05,5641124,5.573258978955065
2022-07-20,GS,317.2800,322.1700,316.3100,321.45,3489808,1.069014305926741
2022-07-21,GS,320.5100,327.1600,319.8450,326.54,2518823,1.5834499922227518
2022-07-22,GS,327.1100,329.0450,322.1900,323.93,1830279,-0.799289520426294
2022-07-25,GS,325.9700,327.2899,322.6000,324.12,4024480,0.0586546476090577
