,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-03-02,MA,342.9600,348.3200,338.6900,344.09,4997890,-0.11321411983280516
2022-03-03,MA,347.6300,349.5000,340.7000,340.99,3975906,-0.9009270830305893
2022-03-04,MA,336.9000,338.8300,324.0000,330.76,4671397,-3.0000879791196255
2022-03-07,MA,329.5800,329.8000,312.1100,312.92,6874263,-5.393638892248154
2022-03-08,MA,311.3900,324.7300,305.6050,314.33,5048201,0.4505944011248708
2022-03-09,MA,323.1500,329.4500,321.1100,328.13,4016060,4.3902904590716885
2022-03-10,MA,321.9400,326.1200,319.7500,324.59,3771285,-1.0788407033797687
2022-03-11,MA,330.0300,330.9700,324.0300,324.79,2987773,0.0616161927354586
2022-03-14,MA,329.1000,336.8800,327.2600,328.59,4122885,1.1699867606761227
2022-03-15,MA,332.4200,338.3800,331.2100,335.0,3738901,1.9507593049088667
2022-03-16,MA,341.9900,350.9400,336.6800,344.68,4340750,2.8895522388059813
2022-03-17,MA,341.6000,346.8800,339.7500,346.44,3244218,0.5106185447371514
2022-03-18,MA,346.6960,352.7400,342.4900,350.09,6748162,1.0535734903590832
2022-03-21,MA,346.0200,350.0000,342.4910,345.58,6051981,-1.2882401668142474
2022-03-22,MA,346.7800,353.9250,345.5100,349.53,4658225,1.1430059609931043
2022-03-23,MA,343.4000,346.7300,341.7500,342.18,2528000,-2.102823791949182
2022-03-24,MA,342.2500,349.4500,340.7000,349.35,2482921,2.095388392074349
2022-03-25,MA,350.4100,351.5400,345.6500,349.02,1992649,-0.09446114212109391
2022-03-28,MA,348.5100,350.5600,343.5250,350.49,3134618,0.4211793020457266
2022-03-29,MA,358.7200,370.7600,357.1000,367.55,5512630,4.867471254529376
2022-03-30,MA,364.0100,368.2846,359.6200,362.24,2614256,-1.4447014011699122
2022-03-31,MA,359.5800,364.1200,357.3600,357.38,4095825,-1.341651943462896
2022-04-01,MA,359.2200,367.8855,358.1700,363.97,3806911,1.8439756002014862
2022-04-04,MA,364.2500,369.7600,363.1500,366.91,3028641,0.8077588812264835
2022-04-05,MA,363.3100,367.6300,361.9300,363.32,2147941,-0.9784415796789458
2022-04-06,MA,356.4700,357.0850,349.5800,353.55,3864524,-2.6890895078718446
2022-04-07,MA,351.1800,352.9000,345.8050,349.55,2848450,-1.1313816999010018
2022-04-08,MA,347.3000,355.8900,345.6450,352.27,2235107,0.7781433271348837
2022-04-11,MA,350.6400,351.5000,345.8191,347.37,1809207,-1.3909785108013661
2022-04-12,MA,350.0000,354.4800,344.4800,345.8,4038522,-0.45196764257131594
2022-04-13,MA,344.4100,357.0000,342.8700,355.14,3048528,2.700983227299014
2022-04-14,MA,357.1800,362.9500,356.8700,357.82,3359062,0.7546319761220888
2022-04-18,MA,353.9900,360.7600,353.2200,356.8,1871358,-0.28505952713654414
2022-04-19,MA,356.8100,364.6700,356.0700,363.87,2999255,1.9815022421524553
2022-04-20,MA,366.6600,371.8900,363.8700,365.29,3351394,0.3902492648473421
2022-04-21,MA,369.4800,375.2200,363.4600,364.44,3605298,-0.23269183388541226
2022-04-22,MA,360.5000,362.0950,350.6100,351.18,2968820,-3.6384590055976274
2022-04-25,MA,349.2800,355.0600,347.1500,354.6,3380449,0.9738595592004184
2022-04-26,MA,347.9400,350.0600,343.5800,344.11,3084410,-2.958262831359282
2022-04-27,MA,357.0000,373.7400,356.0000,361.57,5702321,5.073958908488563
2022-04-28,MA,369.1300,381.9700,368.7900,378.83,6844252,4.773626130486486
2022-04-29,MA,372.0500,377.1200,361.7500,363.38,4741764,-4.078346487870544
2022-05-02,MA,363.0000,364.9300,350.5900,359.04,3903942,-1.1943420111178327
2022-05-03,MA,361.5900,363.4400,353.4400,357.79,2686874,-0.3481506238859233
2022-05-04,MA,359.3700,369.2400,353.6600,368.52,3345697,2.99896587383659
2022-05-05,MA,362.1000,367.7700,349.0300,353.37,3424834,-4.111038749592966
2022-05-06,MA,346.2500,351.2600,340.7800,347.12,3635374,-1.7686843818094378
2022-05-09,MA,341.0000,342.3900,324.8900,327.99,5777431,-5.511062456787275
2022-05-10,MA,332.3100,333.6800,323.0500,325.33,5003484,-0.8110003353760886
2022-05-11,MA,325.4800,331.0000,318.5500,325.87,4263948,0.16598530722651272
2022-05-12,MA,321.7700,325.5850,312.7700,321.24,3891535,-1.420811980237513
2022-05-13,MA,327.6700,335.2300,326.0900,332.8,3533466,3.5985555970613925
2022-05-16,MA,328.5400,333.5500,325.0300,329.73,2062291,-0.9224759615384603
2022-05-17,MA,340.1100,341.1800,332.5300,338.86,2802317,2.76893215661298
2022-05-18,MA,333.6200,341.5950,333.5600,335.9,4521381,-0.87351708670248
2022-05-19,MA,330.0000,336.2100,324.4300,332.22,4380699,-1.095564155998796
2022-05-20,MA,335.7000,339.6100,327.6900,336.18,3428726,1.1919812172656696
2022-05-23,MA,339.0300,351.3000,338.9600,348.43,3420837,3.6438812540900756
2022-05-24,MA,343.8900,344.0000,335.9800,340.69,2561500,-2.221393106219327
2022-05-25,MA,340.5800,347.7400,339.2100,344.76,3033400,1.194634418386209
2022-05-26,MA,348.0000,353.2500,346.0100,349.89,2817394,1.4879916463626852
2022-05-27,MA,353.3900,357.7900,352.1100,357.78,2658928,2.254994426819845
2022-05-31,MA,353.0900,360.9745,351.1400,357.87,3873789,0.025155123260112155
2022-06-01,MA,358.2000,364.4400,354.8532,357.06,2189987,-0.2263391734428688
2022-06-02,MA,360.4900,365.0500,357.7600,363.08,2484201,1.6859911499467861
2022-06-03,MA,359.4800,360.9500,355.7700,357.82,2076562,-1.4487165363005428
2022-06-06,MA,362.0000,368.3100,358.5250,360.14,2196186,0.6483706891733165
2022-06-07,MA,356.9300,364.4800,356.3300,364.02,2158826,1.0773588049092009
2022-06-08,MA,365.0000,367.1200,360.9750,362.33,1709731,-0.46426020548321345
2022-06-09,MA,359.7600,362.2100,348.9400,349.0,2251036,-3.678966687826013
2022-06-10,MA,341.3300,344.3100,334.6000,334.75,3302379,-4.083094555873923
2022-06-13,MA,322.0000,330.9000,317.9200,319.74,4825094,-4.483943241224797
2022-06-14,MA,320.1000,323.9999,319.6600,322.14,2788401,0.7506098705197806
2022-06-15,MA,327.4100,330.6300,319.4300,325.39,2357895,1.0088781275221947
2022-06-16,MA,316.0900,316.4500,305.0800,308.78,4528529,-5.104643658379182
2022-06-17,MA,307.0000,314.1350,303.6500,310.69,6235394,0.6185633784571598
2022-06-21,MA,316.0500,320.2300,314.8800,317.4,3193831,2.1597090347291514
2022-06-22,MA,313.4700,319.0400,311.3600,316.15,2671671,-0.39382482671707075
2022-06-23,MA,318.9000,319.9800,313.5400,316.76,2387590,0.19294638620908078
2022-06-24,MA,319.2200,330.8100,319.2200,330.5,4318907,4.337668897588087
2022-06-27,MA,331.9700,331.9700,327.1200,328.83,2810866,-0.5052950075642992
2022-06-28,MA,332.7000,337.1500,318.1200,318.29,3394334,-3.20530365234315
2022-06-29,MA,319.1100,326.1100,318.4100,322.59,3779496,1.3509692418863128
2022-06-30,MA,315.3000,318.2900,309.6900,315.48,3411672,-2.2040360829535866
2022-07-01,MA,314.1000,318.9400,311.3100,318.24,2287773,0.8748573602129994
2022-07-05,MA,313.0800,320.3100,309.4550,319.26,2112392,0.3205128205128194
2022-07-06,MA,319.0000,322.3600,315.7200,320.17,2219210,0.2850341414521118
2022-07-07,MA,322.3500,324.8600,319.5190,324.07,2202143,1.2181028828434748
2022-07-08,MA,322.7800,324.9800,319.3500,323.06,1662060,-0.31166106088190704
2022-07-11,MA,319.3800,326.2200,319.1500,324.19,2073925,0.3497802265832961
2022-07-12,MA,320.2100,327.3552,320.2100,322.86,2761667,-0.4102532465529385
2022-07-13,MA,315.9500,324.9300,313.8100,323.37,2442740,0.15796320386545215
2022-07-14,MA,316.1600,327.5828,315.3900,325.03,2744028,0.5133438476049079
